capture_mode	event_kind	symbol	timeframe	tick_time	bar_open	shift	original_b0	original_b1	original_b2	original_b3	translated_b0	translated_b1	translated_b2	translated_b3	v2_legacy_b0	v2_legacy_b1	v2_legacy_b2	v2_legacy_b3	v2_lifecycle	v2_geometry_known	v2_interaction_eligible	v2_location	v2_grammar_event	bars_calculated_original	bars_calculated_translated	bars_calculated_v2
0	CURRENT_OPEN	US30	PERIOD_M1	1704157200	1704157200	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348884	348884	348884
0	COMPLETED_BAR	US30	PERIOD_M1	1704157260	1704157200	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348885	348885	348885
0	CURRENT_OPEN	US30	PERIOD_M1	1704157260	1704157260	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348885	348885	348885
0	COMPLETED_BAR	US30	PERIOD_M1	1704157320	1704157260	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348886	348886	348886
0	CURRENT_OPEN	US30	PERIOD_M1	1704157320	1704157320	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348886	348886	348886
0	COMPLETED_BAR	US30	PERIOD_M1	1704157380	1704157320	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348887	348887	348887
0	CURRENT_OPEN	US30	PERIOD_M1	1704157380	1704157380	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348887	348887	348887
0	COMPLETED_BAR	US30	PERIOD_M1	1704157440	1704157380	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348888	348888	348888
0	CURRENT_OPEN	US30	PERIOD_M1	1704157440	1704157440	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348888	348888	348888
0	COMPLETED_BAR	US30	PERIOD_M1	1704157500	1704157440	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348889	348889	348889
0	CURRENT_OPEN	US30	PERIOD_M1	1704157500	1704157500	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348889	348889	348889
0	COMPLETED_BAR	US30	PERIOD_M1	1704157560	1704157500	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348890	348890	348890
0	CURRENT_OPEN	US30	PERIOD_M1	1704157560	1704157560	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348890	348890	348890
0	COMPLETED_BAR	US30	PERIOD_M1	1704157620	1704157560	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348891	348891	348891
0	CURRENT_OPEN	US30	PERIOD_M1	1704157620	1704157620	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348891	348891	348891
0	COMPLETED_BAR	US30	PERIOD_M1	1704157680	1704157620	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348892	348892	348892
0	CURRENT_OPEN	US30	PERIOD_M1	1704157680	1704157680	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348892	348892	348892
0	COMPLETED_BAR	US30	PERIOD_M1	1704157740	1704157680	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348893	348893	348893
0	CURRENT_OPEN	US30	PERIOD_M1	1704157740	1704157740	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348893	348893	348893
0	COMPLETED_BAR	US30	PERIOD_M1	1704157800	1704157740	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348894	348894	348894
0	CURRENT_OPEN	US30	PERIOD_M1	1704157800	1704157800	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348894	348894	348894
0	COMPLETED_BAR	US30	PERIOD_M1	1704157860	1704157800	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348895	348895	348895
0	CURRENT_OPEN	US30	PERIOD_M1	1704157860	1704157860	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348895	348895	348895
0	COMPLETED_BAR	US30	PERIOD_M1	1704157920	1704157860	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348896	348896	348896
0	CURRENT_OPEN	US30	PERIOD_M1	1704157920	1704157920	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348896	348896	348896
0	COMPLETED_BAR	US30	PERIOD_M1	1704157980	1704157920	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348897	348897	348897
0	CURRENT_OPEN	US30	PERIOD_M1	1704157980	1704157980	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348897	348897	348897
0	COMPLETED_BAR	US30	PERIOD_M1	1704158040	1704157980	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348898	348898	348898
0	CURRENT_OPEN	US30	PERIOD_M1	1704158040	1704158040	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348898	348898	348898
0	COMPLETED_BAR	US30	PERIOD_M1	1704158100	1704158040	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348899	348899	348899
0	CURRENT_OPEN	US30	PERIOD_M1	1704158100	1704158100	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348899	348899	348899
0	COMPLETED_BAR	US30	PERIOD_M1	1704158160	1704158100	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348900	348900	348900
0	CURRENT_OPEN	US30	PERIOD_M1	1704158160	1704158160	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348900	348900	348900
0	COMPLETED_BAR	US30	PERIOD_M1	1704158220	1704158160	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348901	348901	348901
0	CURRENT_OPEN	US30	PERIOD_M1	1704158220	1704158220	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348901	348901	348901
0	COMPLETED_BAR	US30	PERIOD_M1	1704158280	1704158220	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348902	348902	348902
0	CURRENT_OPEN	US30	PERIOD_M1	1704158280	1704158280	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348902	348902	348902
0	COMPLETED_BAR	US30	PERIOD_M1	1704158340	1704158280	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348903	348903	348903
0	CURRENT_OPEN	US30	PERIOD_M1	1704158340	1704158340	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348903	348903	348903
0	COMPLETED_BAR	US30	PERIOD_M1	1704158400	1704158340	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348904	348904	348904
0	CURRENT_OPEN	US30	PERIOD_M1	1704158400	1704158400	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348904	348904	348904
0	COMPLETED_BAR	US30	PERIOD_M1	1704158460	1704158400	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348905	348905	348905
0	CURRENT_OPEN	US30	PERIOD_M1	1704158460	1704158460	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348905	348905	348905
0	COMPLETED_BAR	US30	PERIOD_M1	1704158520	1704158460	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348906	348906	348906
0	CURRENT_OPEN	US30	PERIOD_M1	1704158520	1704158520	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348906	348906	348906
0	COMPLETED_BAR	US30	PERIOD_M1	1704158580	1704158520	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348907	348907	348907
0	CURRENT_OPEN	US30	PERIOD_M1	1704158580	1704158580	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348907	348907	348907
0	COMPLETED_BAR	US30	PERIOD_M1	1704158640	1704158580	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348908	348908	348908
0	CURRENT_OPEN	US30	PERIOD_M1	1704158640	1704158640	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348908	348908	348908
0	COMPLETED_BAR	US30	PERIOD_M1	1704158700	1704158640	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348909	348909	348909
0	CURRENT_OPEN	US30	PERIOD_M1	1704158700	1704158700	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348909	348909	348909
0	COMPLETED_BAR	US30	PERIOD_M1	1704158760	1704158700	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348910	348910	348910
0	CURRENT_OPEN	US30	PERIOD_M1	1704158760	1704158760	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348910	348910	348910
0	COMPLETED_BAR	US30	PERIOD_M1	1704158820	1704158760	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348911	348911	348911
0	CURRENT_OPEN	US30	PERIOD_M1	1704158820	1704158820	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348911	348911	348911
0	COMPLETED_BAR	US30	PERIOD_M1	1704158880	1704158820	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348912	348912	348912
0	CURRENT_OPEN	US30	PERIOD_M1	1704158880	1704158880	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348912	348912	348912
0	COMPLETED_BAR	US30	PERIOD_M1	1704158940	1704158880	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348913	348913	348913
0	CURRENT_OPEN	US30	PERIOD_M1	1704158940	1704158940	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348913	348913	348913
0	COMPLETED_BAR	US30	PERIOD_M1	1704159000	1704158940	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348914	348914	348914
0	CURRENT_OPEN	US30	PERIOD_M1	1704159000	1704159000	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348914	348914	348914
0	COMPLETED_BAR	US30	PERIOD_M1	1704159060	1704159000	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348915	348915	348915
0	CURRENT_OPEN	US30	PERIOD_M1	1704159060	1704159060	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348915	348915	348915
0	COMPLETED_BAR	US30	PERIOD_M1	1704159120	1704159060	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348916	348916	348916
0	CURRENT_OPEN	US30	PERIOD_M1	1704159120	1704159120	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348916	348916	348916
0	COMPLETED_BAR	US30	PERIOD_M1	1704159180	1704159120	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348917	348917	348917
0	CURRENT_OPEN	US30	PERIOD_M1	1704159180	1704159180	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348917	348917	348917
0	COMPLETED_BAR	US30	PERIOD_M1	1704159240	1704159180	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348918	348918	348918
0	CURRENT_OPEN	US30	PERIOD_M1	1704159240	1704159240	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348918	348918	348918
0	COMPLETED_BAR	US30	PERIOD_M1	1704159300	1704159240	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348919	348919	348919
0	CURRENT_OPEN	US30	PERIOD_M1	1704159300	1704159300	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348919	348919	348919
0	COMPLETED_BAR	US30	PERIOD_M1	1704159360	1704159300	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348920	348920	348920
0	CURRENT_OPEN	US30	PERIOD_M1	1704159360	1704159360	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348920	348920	348920
0	COMPLETED_BAR	US30	PERIOD_M1	1704159420	1704159360	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348921	348921	348921
0	CURRENT_OPEN	US30	PERIOD_M1	1704159420	1704159420	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348921	348921	348921
0	COMPLETED_BAR	US30	PERIOD_M1	1704159480	1704159420	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348922	348922	348922
0	CURRENT_OPEN	US30	PERIOD_M1	1704159480	1704159480	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348922	348922	348922
0	COMPLETED_BAR	US30	PERIOD_M1	1704159540	1704159480	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348923	348923	348923
0	CURRENT_OPEN	US30	PERIOD_M1	1704159540	1704159540	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348923	348923	348923
0	COMPLETED_BAR	US30	PERIOD_M1	1704159600	1704159540	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348924	348924	348924
0	CURRENT_OPEN	US30	PERIOD_M1	1704159600	1704159600	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348924	348924	348924
0	COMPLETED_BAR	US30	PERIOD_M1	1704159660	1704159600	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348925	348925	348925
0	CURRENT_OPEN	US30	PERIOD_M1	1704159660	1704159660	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348925	348925	348925
0	COMPLETED_BAR	US30	PERIOD_M1	1704159720	1704159660	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00	0.00	0.00	NA	NA	348926	348926	348926
